,Company_Name,Rcmd_Name,Score
6659,cnooc limited,helen of troy limited,0.52
11175,neovasc inc.,minerva surgical inc.,0.52
8811,arev life sciences global corp.,integral ad science holding corp.,0.52
649,east west petroleum corp.,abraxas petroleum corporation,0.52
3122,"vertex energy, inc.","northwestern energy group, inc.",0.52
644,"trupanion, inc.","strategic education, inc.",0.52
2196,"tko group holdings, inc.","endurance international group holdings, inc.",0.52
4460,fidelity hastings street trust,fidelity concord street trust - fidelity,0.52
12062,pesorama inc.,"presto automation, inc.",0.52
12288,medcolcanna organics inc.,marsh & mclennan companies inc.,0.52
12226,"new omni bank, na",united community banks inc.,0.52
5002,above food corp.,snap one holdings corp.,0.52
8421,"nexpoint capital, inc.",nexpoint real estate finance inc.,0.52
13821,borealis mining company limited,spree acquisition corp. 1 limited,0.52
1942,trilogy metals inc.,sciclone pharmaceuticals inc.,0.52
10977,the growth for good acquisition corp.,pegasus digital mobility acquisition corp.,0.52
9180,fiore gold ltd.,"diversey holdings, ltd.",0.52
1048,twc enterprises limited,rtw biotech opportunities limited,0.52
10613,maple peak investments inc.,"wheeler real estate investment trust, inc.",0.52
1222,probe metals inc.,"paratek pharmaceuticals, inc.",0.52
8070,novamind inc.,onto innovations inc.,0.52
5178,calian group ltd.,"g-iii apparel group, ltd.",0.52
7500,tdg gold corp.,genedx holdings corp.,0.52
7906,"urban one, inc.","southern banc company, inc.",0.52
6057,pinetree capital ltd.,main street capital corporation,0.52
13089,john hancock preferred&equity income fd,cohen & steers preferred securities and income fund inc,0.51
11394,nuveen multistate trust iv,nuveen multi-market income fund inc,0.51
11573,aquazoom hydropower solutions inc.,"connectm technology solutions, inc.",0.51
3057,knot offshore partners lp,landmark infrastructure partners lp,0.51
8213,blockchain venture capital inc.,"ha sustainable infrastructure capital, inc.",0.51
4933,blackrock global dynamic equity fund,blackrock muniyield pennsylvania insured quality fund,0.51
12600,starboard investment trust,pennsylvania real estate investment trust,0.51
7003,sharc international systems inc.,expeditors international of washington inc.,0.51
1821,prime impact acquisition i,primavera capital acquisition corporation,0.51
13307,"tax-free puerto rico fund ii, inc.","dws rreef real estate fund ii, inc.",0.51
686,"cnl strategic capital, llc","bny mellon strategic municipals, inc.",0.51
13402,cobra venture corporation,ares commercial real estate corporation,0.51
770,oca acquisition corp,revolution healthcare acquisition corp.,0.51
1621,altisource asset management corporation,credit suisse asset management income fund inc.,0.51
13394,ion acquisition corp 3 ltd.,supernova partners acquisition company iii ltd.,0.51
4963,transcanna holdings inc.,"tennessee valley financial holdings, inc.",0.51
6776,sequans communications,loral space and communications inc.,0.51
12674,nabis holdings inc.,"sun country airlines holdings, inc.",0.51
8288,alchemist mining incorporated,sbc medical group holdings incorporated,0.51
9793,mega view digital entertainment corp.,blackrock capital investment corp.,0.51
642,textainer group holdings limited,sbc medical group holdings incorporated,0.51
5287,x1 entertainment group inc.,silvercrest asset management group inc.,0.51
7255,"tenable holdings, inc.","tennessee valley financial holdings, inc.",0.51
6176,smartset services inc.,perma-fix environmental services inc.,0.51
1744,green impact partners inc.,interprivate iv infratech partners inc.,0.51
11114,first trust exchange-traded fund iii,first trust senior floating rate income fund ii,0.51
1820,b.e.s.t. venture opportunites fund inc.,pioneer municipal high income opportunities fund inc.,0.51
2960,prothena corporation plc,heritage southeast bancorporation inc,0.51
12344,janus investment fund,blackrock muniyield investment fund,0.51
13193,federated intermediate municipal trust,neuberger berman new york intermediate municipal fund inc,0.51
8023,locorr investment trust,blackrock income investment quality trust,0.51
8302,partner communications company ltd.,supernova partners acquisition company iii ltd.,0.51
11927,lendified holdings inc.,"greenlight biosciences holdings, inc.",0.51
7217,"icc holdings, inc.","maravai lifesciences holdings, inc.",0.51
12711,state street vari insurance sr fd inc.,"skyward specialty insurance group, inc.",0.51
7823,aurcana silver corporation,midcap financial investment corporation,0.51
8829,brookfield asset management inc.,credit suisse asset management income fund inc.,0.51
11857,ev minerals corporation,ares commercial real estate corporation,0.51
1756,e-home household service holdings ltd,klx energy services holdings inc,0.51
8978,automotive properties reit,industrial logistics properties trust,0.51
12304,generation asia i acquisition limited,international media acquisition corp.,0.51
2258,personas social incorporated,periphas capital partnering corporation,0.51
13420,"boss holdings, inc.","greenlight biosciences holdings, inc.",0.51
8197,first national financial corporation,international business machines corporation (ibm),0.51
9260,apollo healthcare corp.,revolution healthcare acquisition corp.,0.51
9358,global compliance applications corp.,global technology acquisition corp. i,0.51
4760,alpha cognition inc.,loral space and communications inc.,0.51
12039,nuveen insured ca sel tax-free inc port,nuveen insured new york tax-free advantage municipal fund,0.51
4338,logitech international s.a.,biodelivery sciences international inc.,0.51
3107,corus entertainment inc.,"chicken soup for the soul entertainment, inc.",0.51
12590,"charah solutions, inc.","nuverra environmental solutions, inc.",0.51
1850,putnam asset allocation funds,"ares dynamic credit allocation fund, inc.",0.51
11465,mallinckrodt international finance s.a.,scandium international mining corp,0.51
12509,bioceres crop solutions corp.,fortistar sustainable solutions corp.,0.51
40,eaton corporation plc,auburn national bancorporation inc.,0.51
626,monument mining limited,marble point loan financing limited,0.51
229,arrowroot acquisition corp.,european sustainable growth acquisition corp.,0.51
307,sitime corporation,six flags entertainment corporation,0.51
2481,skyline champion corporation,pepperlime health acquisition corporation,0.51
4857,lanesborough real estate invest. trust,ares industrial real estate income trust inc.,0.51
4606,eaton vance mutual funds trust,eaton vance california municipal income trust,0.51
1675,glg life tech corporation,integra lifesciences holdings corporation,0.51
7280,alpha lithium corporation,alsp orchid acquisition corporation i,0.51
13957,magal security systems ltd.,universal security instruments inc.,0.51
9517,aea bridges impact corporation,ares commercial real estate corporation,0.51
3088,osisko development corp.,educational development corporation,0.51
4495,china steel corporation,midcap financial investment corporation,0.51
1963,franklin templeton investment funds,blackrock muniyield investment fund,0.51
1655,universal proptech inc.,universal security instruments inc.,0.51
13186,delaware invts dividend and incm fd inc.,"delaware investments minnesota municipal income fund ii, inc.",0.51
9497,appreciated media holdings inc.,american axle & manufacturing holdings inc.,0.51
4072,highwood asset management ltd.,silvercrest asset management group inc.,0.51
3983,minco silver corporation,midcap financial investment corporation,0.51
4493,national general holdings corp.,arbor rapha capital bioholdings corp. i,0.51
9557,intertape polymer group inc.,silvercrest asset management group inc.,0.51
8100,generation mining limited,marble point loan financing limited,0.51
5800,deutsche dws asset allocation trust,blackrock capital allocation trust,0.51
12416,"spectrum group international, inc.",charles river laboratories international inc.,0.51
1627,cannabix technologies inc.,advanced analogic technologies incorporated,0.51
2495,atai life sciences n.v.,"maravai lifesciences holdings, inc.",0.51
11246,mainstream minerals corporation,midcap financial investment corporation,0.51
13862,pivotal financial corp.,commercial national financial corp/mi,0.51
4153,namesilo technologies corp.,advanced analogic technologies incorporated,0.51
8254,first trust exchange-traded fund iii,first trust senior floating rate income fund ii,0.51
7408,tower semiconductor ltd.,alpha and omega semiconductor limited,0.51
13798,nurcapital corporation ltd.,first financial corporation indiana,0.51
11012,ardmore shipping corporation,bluegreen vacations holding corporation,0.51
7187,ameren corporation,american superconductor corporation,0.51
3808,liquid meta capital holdings ltd.,arbor rapha capital bioholdings corp. i,0.51
7186,biovaxys technology corp.,epiphany technology acquisition corp.,0.51
9982,next green wave holdings inc.,ollie's bargain outlet holdings inc,0.51
12706,elfun diversified fund,western asset diversified income fund,0.51
5202,bionxt solutions inc.,"nuverra environmental solutions, inc.",0.51
4746,tony g co-investment holdings ltd.,bridge investment group holdings inc.,0.51
4406,sienna resources inc.,continental resources inc/ma (ctlr),0.51
9673,illumin holdings inc.,ccc intelligent solutions holdings inc.,0.51
8790,credit suisse opportunity funds,cohen & steers closed-end opportunity fund inc.,0.51
1242,cyber app solutions corp.,fortistar sustainable solutions corp.,0.51
5151,fti foodtech international inc.,charles river laboratories international inc.,0.51
8880,flyht aerospace solutions ltd.,bright horizons family solutions inc.,0.51
1058,dhc acquisition corp.,shoulderup technology acquisition corp.,0.51
1057,international battery metals ltd.,international flavors & fragrances inc.,0.51
627,solarbank corporation,southeastern bank financial corporation,0.51
9079,ng energy international corp.,northern technologies international corporation,0.51
6605,international prospect ventures ltd.,international flavors & fragrances inc.,0.51
3826,eros resources corp.,liberty resources acquisition corp.,0.51
10453,environmental impact acquisition corp,technology & telecommunication acquisition corp,0.51
8077,proxim wireless corporation,ares commercial real estate corporation,0.51
7522,silvercrest metals inc.,silvercrest asset management group inc.,0.51
3815,fidelity advisor series ii,fidelity national information services inc.,0.51
8755,the valens company inc.,"petco health and wellness company, inc.",0.51
4896,"capital city bank group, inc.","skyward specialty insurance group, inc.",0.51
12566,putnam focused large cap growth etf,ishares china large cap ucits etf,0.51
10172,valens semiconductor ltd.,alpha and omega semiconductor limited,0.51
13951,impact development group inc.,silvercrest asset management group inc.,0.51
2935,first trust exchange-traded fund iii,first trust senior floating rate income fund ii,0.51
6754,textainer group holdings limited,sbc medical group holdings incorporated,0.51
5514,icts international n.v.,heidrick & struggles international inc.,0.51
2871,zions bancorporation,auburn national bancorporation inc.,0.51
11994,cavu energy metals corp.,clean energy special situations corp.,0.51
6962,delaware invts co insured muni inc fd,delaware investments colorado municipal income fund inc,0.51
6648,sherpa ii holdings corp.,arbor rapha capital bioholdings corp. i,0.51
6631,tanzanian gold corporation,bluegreen vacations holding corporation,0.51
8964,onemednet corporation,educational development corporation,0.51
7584,vertical exploration inc.,auburn national bancorporation inc.,0.51
7741,rockwealth resources corp.,"clover health investments, corp.",0.5
674,nextech ar solutions corp.,zurn elkay water solutions corporation,0.5
9484,peak discovery capital ltd.,pennantpark floating rate capital ltd.,0.5
12846,oak associates funds,jack henry & associates inc.,0.5
9747,"medifast, inc.","koru medical systems, inc.",0.5
5459,fat brands inc.,american outdoor brands inc.,0.5
3636,"wesbanco, inc.",first midwest bancorp inc.,0.5
3547,torrent gold inc.,"e2open parent holdings, inc.",0.5
6368,quarterhill inc.,qualtrics international inc.,0.5
13706,eaton vance funds,eaton vance floating-rate fund,0.5
8728,"neenah, inc.","neenah enterprises, inc.",0.5
7662,"red violet, inc.","renovare environmental, inc.",0.5
4622,"view, inc.","via renewables, inc.",0.5
11019,edgemont gold corp.,paramount gold nevada corp,0.5
985,the boeing company,the greenrose holding company inc.,0.5
10889,tiidal gaming group corp.,trump media & technology group corp.,0.5
7993,sol-gel technologies ltd.,sailpoint technologies holding inc,0.5
10581,massachusetts business development corp.,marlin business services corp.,0.5
7162,american plant food corp.,american electric power company inc.,0.5
5658,prospect ridge resources corp.,pioneer energy services corp.,0.5
11864,fountainhall capital corp.,mountain crest acquisition corp. v,0.5
8411,voti detection inc.,evolution petroleum corporation inc.,0.5
2569,auston capital corp.,revelstone capital acquisition corp.,0.5
7916,nuveen investment trust iii,"wheeler real estate investment trust, inc.",0.5
684,mutual of america funds,motorcar parts of america inc.,0.5
3142,john hancock funds ii,john hancock preferred income fund iii,0.5
9737,fortis bancorp,first midwest bancorp inc.,0.5
2767,heroux-devtek inc.,heartland express inc.,0.5
9119,"theravance biopharma, inc.","southern states bancshares, inc.",0.5
11130,farmer bros. co.,"warner bros. discovery, inc.",0.5
3311,osino resources corp.,rigel resource acquisition corp.,0.5
6449,electrovaya inc.,eagle bancorp montana inc.,0.5
2578,"the india fund, inc.","the value line tax exempt fund, inc.",0.5
5358,"beyond meat, inc.","falcon's beyond global, inc.",0.5
12843,"delaware group equity funds ii, inc.",blackrock muniyield quality fund ii inc.,0.5
3272,the cannabist company holdings inc.,american renal associates holdings inc,0.5
3632,fidelity municipal trust,blackrock investment quality municipal trust,0.5
6770,aurania resources ltd.,"alliance resource partners, l.p.",0.5
2699,real matters inc.,american eagle outfitters inc.,0.5
5777,brigadier gold limited,slf realisation fund limited,0.5
9420,"vpc impact acquisition holdings iii, inc",simon property group acquisition holdings inc.,0.5
10897,primech holdings ltd,priority technology holdings inc,0.5
1364,celyad oncology sa,"elevation oncology, inc.",0.5
3319,electra battery materials corporation,zurn elkay water solutions corporation,0.5
9467,"lannett company, inc.",maui land & pineapple company inc.,0.5
10925,interactive capital partners corporation,thunder bridge capital partners iii inc.,0.5
2369,farmers edge inc.,"sprouts farmers market, inc.",0.5
5345,first growth funds limited,inception growth acquisition limited,0.5
7620,tax-free fixed income fund,nuveen amt-free municipal credit income fund,0.5
10600,vicinity motor corp.,aimfinity investment corp. i,0.5
6552,nextech ar solutions corp.,zurn elkay water solutions corporation,0.5
3607,tisdale clean energy corp.,"global clean energy holdings, inc.",0.5
223,lundin mining corporation,fathom digital manufacturing corporation,0.5
5734,electric royalties ltd.,electriq power holdings inc.,0.5
3596,transpacific resources inc.,"praxis precision medicines, inc.",0.5
12878,invesco counselor series trust,invesco municipal income opportunities trust,0.5
12005,trenchant capital corp.,franklin bsp capital corporation,0.5
1568,gmo funds,wilmington funds,0.5
7693,dxi capital corp.,denali capital acquisition corp.,0.5
1844,medgold resources corp.,lamf global ventures corp. i,0.5
12859,alliancebernstein small cap value fund,t. rowe price small-cap value fund inc,0.5
10345,community bancorp.,community bankers trust corporation.,0.5
6363,norden crown metals corporation,northern revival acquisition corporation,0.5
2743,venus concept inc.,"select interior concepts, inc.",0.5
12282,first keystone corporation,cognizant technology solutions corporation,0.5
138,"ballantyne strong, inc.","global clean energy holdings, inc.",0.5
5749,vital battery metals inc.,united states lime & minerals inc.,0.5
5766,"popular, inc.","complete solaria, inc.",0.5
10329,stmicroelectronics n.v.,tel-instrument electronics corp.,0.5
3134,el nino ventures inc.,red robin gourmet burgers inc.,0.5
3812,grindr inc.,gencor industries inc.,0.5
2572,atac resources ltd.,"alliance resource partners, l.p.",0.5
7589,mojave brands inc.,yourway cannabis brands inc.,0.5
5903,"rezolute, inc.","revolution medicines, inc.",0.5
8745,wangton capital corp.,kensington capital acquisition corp. v,0.5
13666,columbia funds,columbia financial inc,0.5
13632,venator materials plc,martin marietta materials inc.,0.5
10303,"the hempshire group, inc.","orbital infrastructure group, inc.",0.5
5629,enwave corporation,pennantpark investment corporation,0.5
12914,short-term investment trust,treehouse real estate investment trust inc,0.5
710,brightsphere investment group inc.,treehouse real estate investment trust inc,0.5
13659,franklin u.s. investment grade corporate,pennantpark investment corporation,0.5
12814,schwab funds,smith barney funds,0.5
8517,the eastern company,the western states machine company,0.5
1212,austin gold corp.,kkr acquisition holdings i corp.,0.5
13457,northern lights fund trust,north european oil royalty trust,0.5
705,aurion resources ltd.,"alliance resource partners, l.p.",0.5
6008,"paypal holdings, inc.","shuttle pharmaceuticals holdings, inc.",0.5
123,prime mining corp.,prime number acquisition i corp.,0.5
7431,jiuzi holdings inc.,entasis therapeutics holdings inc.,0.5
9214,central iron ore limited,cactus acquisition corp. 1 limited,0.5
12822,"delaware group value fund, inc.",firsthand technology value fund inc.,0.5
3383,ares acquisition corporation,climate real impact solutions ii acquisition corporation,0.5
12642,baijiayun group ltd,bowman consulting group ltd.,0.5
11528,nevada zinc corporation,zurn elkay water solutions corporation,0.5
9620,atlassian corp plc,great american bancorp inc,0.5
5566,hempnova lifetech corporation,stellus capital investment corporation,0.5
10568,bowflex inc.,boingo wireless inc.,0.5
7185,nexgen energy ltd.,nextera energy partners lp,0.5
12604,zapp electric vehicles group limited,commercial vehicle group inc.,0.5
9545,"volta, inc.","devolver digital, inc.",0.5
5567,prostar holdings inc.,"bridger aerospace group holdings, inc.",0.5
3898,"zynex, inc","synaptogenix, inc.",0.5
7437,principal diversified sel real asset,nexpoint diversified real estate trust,0.5
9850,exgen resources inc.,rigel resource acquisition corp.,0.5
1904,stampede drilling inc.,"independence contract drilling, inc.",0.5
8653,"centerra gold inc. (the ""corporation"")",international bancshares corporation,0.5
11948,firestone ventures inc.,"lightstone value plus reit v, inc.",0.5
4294,voyager metals inc.,novabay pharmaceuticals inc.,0.5
6321,siriuspoint ltd.,siriusxm holdings inc.,0.5
13473,eclipse gold mining corporation,alliance entertainment holding corporation,0.5
12605,ko gold inc.,kore group holdings inc.,0.5
12300,the empire life insurance company,the western states machine company,0.5
7977,transition metals corp.,kkr acquisition holdings i corp.,0.5
11189,stroud resources ltd.,wishpond technologies ltd.,0.5
8413,the farmers bancorp,first farmers & merchants corp,0.5
1184,amg funds,van kampen funds,0.5
4290,truecontext corporation,artemis strategic investment corporation,0.5
3392,red metal resources ltd.,adams natural resources fund inc,0.5
5191,meredith corporation,monterey bio acquisition corporation,0.5
2363,"tesla, inc.","complete solaria, inc.",0.5
13461,horizons balanced tri etf portfolio,thrivent limited maturity bond portfolio,0.5
1924,prism resources inc.,"praxis precision medicines, inc.",0.5
712,great ajax corp.,great american bancorp inc,0.5
12792,bny mellon investment funds iii,northern star investment corp. iii,0.5
1032,venator materials plc,martin marietta materials inc.,0.5
7457,aleafia health inc.,aveanna healthcare holdings inc.,0.5
7110,american century variable portfolios inc,american renal associates holdings inc,0.5
8009,fortitude gold corporation,royalty management holding corporation,0.5
11384,nuveen municipal trust/ma,nuveen municipal credit opportunities fund,0.5
685,columbia funds,columbia financial inc,0.5
13970,hartford mutual funds inc/ct,united natural foods inc.,0.5
10291,petrotal corp.,ceco environmental corp.,0.5
8649,allied gold corporation,alliance entertainment holding corporation,0.5
3115,rumbu holdings ltd.,"spectrum brands holdings, inc.",0.5
12106,fidelity sustainable target,millennium sustainable ventures corp,0.5
12107,fidelity municipal trust,blackrock investment quality municipal trust,0.5
11182,citizens & northern corporation,creative media & community trust corporation,0.5
8696,bragg cap trust fund,thrivent large cap growth fund,0.5
3876,strategx elements corp.,tel-instrument electronics corp.,0.5
12349,"eve holding, inc.","grove collaborative holdings, inc.",0.5
3355,eee exploration corp.,e.merge technology acquisition corp.,0.5
2286,latin metals inc.,"salarius pharmaceuticals, inc.",0.5
3726,tantech holdings ltd,euro tech holdings company limited,0.5
12475,afr nuventure resources inc.,haverty furniture companies inc.,0.5
13357,the first national bank of groton,simmons first national corporation,0.5
634,m3 metals corp.,phio pharmaceuticals corp.,0.5
13907,biocure technology inc.,applied industrial technologies inc.,0.5
13077,mfs government securities fund,first american government obligations fund,0.5
13914,qmx gold corporation,quest resource holding corporation,0.5
4803,asante gold corporation,alliance entertainment holding corporation,0.5
11580,terra capital markets,"newlake capital partners, inc.",0.5
10678,shane resources ltd.,"alliance resource partners, l.p.",0.5
6203,audacy capital corp,old market capital corporation,0.5
13311,dmc tax-free income trust-pennsylvania,dtf tax-free income inc,0.5
1260,newcrest mining limited,genco shipping & trading limited,0.5
13889,janus investment fund,fidus investment corporation,0.5
8367,nl2 capital inc.,"industrial human capital, inc.",0.5
1521,drone delivery canada corp.,oconee federal financial corp.,0.5
8899,mercurity fintech holding inc.,american renal associates holdings inc,0.5
11594,"fiscalnote holdings, inc.","creative medical technology holdings, inc.",0.5
434,northwest copper corp.,northeast community bancorp inc.,0.5
8788,impact silver corp.,focus impact acquisition corp.,0.5
9990,gentor resources inc.,continental resources inc/ok (clr),0.5
8382,dbv technologies s.a.,addvantage technologies group inc.,0.5
2167,first federal bank,perpetual federal savings bank,0.5
4220,green rise foods inc.,greenidge generation holdings inc.,0.5
4754,maxim power corp.,atlantic power corporation,0.5
4978,"speedemissions, inc.","ascend wellness holdings, inc.",0.5
4000,bbtv holdings inc.,"grove collaborative holdings, inc.",0.5
1114,glaukos corporation,national bank holdings corporation,0.5
4703,vecima networks inc.,"metropolitan health networks, inc.",0.5
12141,thornburg investment trust,thornburg income builder opportunities trust,0.5
4912,putnam new york tax exempt income fund,nuveen new york amt-free quality municipal income fund,0.5
10411,mix telematics limited,slf realisation fund limited,0.5
12505,cashbox ventures ltd.,wishpond technologies ltd.,0.5
10133,vista gold corp,envista holdings corporation,0.5
4085,"it tech packaging, inc.","sixth street specialty lending, inc.",0.5
8297,live ventures incorporated,"bassett furniture industries, incorporated",0.5
4687,eagle graphite incorporated,"reinsurance group of america, incorporated",0.5
8060,tusimple holdings inc,"lulu's fashion lounge holdings, inc.",0.5
12582,morgan stanley institutional funds,oil states international inc.,0.5
13447,tufin software technologies ltd.,westinghouse air brake technologies corp,0.5
7083,"amedisys, inc.","koru medical systems, inc.",0.5
897,gates industrial corp plc,innovative industrial properties inc,0.5
8582,"fuel tech, inc.","purecycle technologies, inc.",0.5
10768,ejf acquisition corp.,bellevue life sciences acquisition corp.,0.5
2539,"aspen technology, inc. - old",transact technologies incorporated,0.5
3917,miniso group holding limited,genco shipping & trading limited,0.5
2646,great-west lifeco inc.,"greenwich lifesciences, inc.",0.5
8795,credit suisse commodity strategy funds,blackrock resources & commodities strategy trust,0.5
3061,rivalry corp.,ohio valley banc corp.,0.5
8331,united national bank,united bancorporation of alabama inc,0.5
3930,viq solutions inc.,"tomi environmental solutions, inc.",0.5
13938,seacoast commerce banc holdings,citizens commerce bancshares inc,0.5
8032,international game technology plc,international bancshares corporation,0.5
13445,"william h. sadlier, inc.",willamette valley vineyards inc.,0.5
2923,united services automobile association,energy services of america corporation,0.5
1524,spotify technology s.a.,priority technology holdings inc,0.5
12367,russell investments canada limited,newhold investment corp. ii,0.5
5294,alibaba group holding limited,"life time group holdings, inc.",0.5
8943,abitibi metals corp.,phio pharmaceuticals corp.,0.5
10696,clearmind medicine inc.,"praxis precision medicines, inc.",0.5
2143,"transcat, inc.","transcode therapeutics, inc.",0.5
10116,fs development corp. ii,hudson executive investment corp. ii,0.5
194,sennen potash corporation,stellus capital investment corporation,0.5
560,goldquest mining corp.,grocery outlet holding corp.,0.5
12510,fitell corporation,united states cellular corporation,0.5
4911,putnam minnesota tax exempt fund,nuveen minnesota municipal income fund,0.5
8638,nexj health holdings inc.,"creative medical technology holdings, inc.",0.5
6900,"dhi group, inc.","hydrofarm holdings group, inc.",0.5
9091,sono-tek corporation,autoscope technologies corporation,0.5
12380,boqii holding limited,genco shipping & trading limited,0.5
4268,blue moon metals inc.,regeneron pharmaceuticals inc.,0.5
13066,delaware investments,two harbors investments corp,0.5
13855,aris gold corporation,american brivision (holding) corporation,0.5
4388,cargojet inc.,"cargo therapeutics, inc.",0.5
11800,indigo books & music inc.,"ginkgo bioworks holdings, inc.",0.5
7306,nexgenrx inc.,"nextgen healthcare, inc.",0.5
7773,john hancock investment trust ii,"kbs real estate investment trust iii, inc.",0.5
7646,rockland resources ltd.,blackrock energy and resources trust,0.5
9349,purple biotech,pharmacyte biotech inc,0.5
2483,westward gold inc.,wesco aircraft holdings inc.,0.5
12267,bc partners lending corp.,alpha partners technology merger corp.,0.5
3354,bevcanna enterprises inc.,foxwayne enterprises acquisition corp.,0.5
9506,dws investments,two harbors investments corp,0.5
8484,val-d'or mining corporation,fathom digital manufacturing corporation,0.5
13995,russell investments,frontier investment corp,0.5
4595,lanebury growth capital ltd.,pennantpark floating rate capital ltd.,0.5
13547,wheel pros inc.,utah medical products inc.,0.5
11096,the doctors company,the scotts miracle-gro company,0.5
13694,carlson travel inc,"cartesian therapeutics, inc.",0.5
12740,brown advisory funds,brown advisory funds plc - american fund,0.5
7787,avricore health inc.,diversicare healthcare services inc.,0.5
9288,brookfield reinsurance ltd.,brookfield real assets income fund inc,0.5
3508,tvi pacific inc.,"mountain pacific bancorp, inc.",0.5
5289,onespan inc.,"the honest company, inc.",0.5
3229,waverley pharma inc.,intercept pharmaceuticals inc.,0.5
3715,iamgold corporation,african gold acquisition corporation,0.5
4455,tian ruixiang holdings ltd.,allison transmission holdings inc.,0.5
11233,safehold inc.,safehold inc. (pre-merger),0.5
12901,invesco growth series,seritage growth properties,0.5
4557,altima resources ltd.,"alliance resource partners, l.p.",0.5
5274,the coca-cola company,the scotts miracle-gro company,0.5
5273,gamesquare esports inc.,madison square garden sports corp.,0.5
7366,pretium resources inc.,barrett business services inc.,0.5
4527,benjamin hill mining corp.,scandium international mining corp,0.5
11,critical elements lithium corporation,frazier lifesciences acquisition corporation,0.5
5261,clairvest group inc.,diamond hill investment group inc.,0.5
5827,"yeti holdings, inc.","convey health solutions holdings, inc.",0.5
5519,xali gold corp.,park-ohio holdings corp.,0.5
13545,mucho cobre resources ltd.,full house resorts inc.,0.5
4064,spc nickel corp.,ceco environmental corp.,0.5
8301,volitionrx limited,slf realisation fund limited,0.5
1689,onesoft solutions inc.,kratos defense & security solutions inc.,0.5
10037,bel fuse inc.,barnwell industries inc.,0.5
8346,sparq systems inc.,spirit aerosystems holdings inc.,0.5
8150,nmb financial corp,muncy columbia financial corporation,0.5
12444,gravitas iii capital corp.,franklin bsp capital corporation,0.5
10404,katipult technology corp.,alpha partners technology merger corp.,0.5
8616,lqwd technologies corp.,ault disruptive technologies corporation,0.5
6487,"healthcare trust of america, inc.","reinsurance group of america, incorporated",0.5
4694,bridgemarq real estate services inc.,neuberger berman real estate securities income fund inc.,0.5
11371,advisers investment trust,treehouse real estate investment trust inc,0.5
9070,"iczoom group, inc","wireless telecom group, inc.",0.5
3033,ai artificial intelligence ventures inc.,faraday future intelligent electric inc.,0.5
6405,genius metals inc.,regeneron pharmaceuticals inc.,0.5
66,national grid plc,national security group inc.,0.5
5027,economic investment trust limited,"kbs real estate investment trust iii, inc.",0.5
11277,ecc ventures 6 corp.,tg venture acquisition corp.,0.5
42,pacific booker minerals inc.,pacific biosciences of california inc.,0.5
1284,cerence inc.,commerce bancshares inc.,0.5
11493,"e.l.f. beauty, inc.","enliven therapeutics, inc.",0.5
5313,"appfolio, inc.","duckhorn portfolio, inc.",0.5
4394,thomson reuters corporation,stewart information services corporation,0.5
5840,centene corporation,lucky strike entertainment corporation,0.5
8451,eddy smart home solutions ltd.,"electric last mile solutions, inc.",0.5
1720,check point software technologies ltd.,singularity future technology ltd,0.5
6104,valhalla metals inc.,alnylam pharmaceuticals inc.,0.5
8833,tuxis corporation,texas pacific land corporation,0.5
1610,hydrograph clean power inc.,"hydrofarm holdings group, inc.",0.5
1011,the walt disney company,the western states machine company,0.5
645,the clorox company,the torrington water company,0.5
6743,wisekey international holdings ltd,biohaven pharmaceutical holding co ltd,0.5
468,live energy minerals corp.,clean energy special situations corp.,0.49
8753,partners value investments lp,primark private equity investments fund,0.49
12439,intricon corporation,integra lifesciences holdings corporation,0.49
13010,mfs municipal series trust,invesco municipal income opportunities trust ii,0.49
11427,canna 8 investment trust,blackrock municipal income investment trust,0.49
7060,adc therapeutics sa,advanced proteome therapeutics corp,0.49
79,exchange income corporation,cherry hill mortgage investment corporation,0.49
5299,brookfield asset management reinsurance,credit suisse asset management income fund inc.,0.49
8394,touchstone strategic trust,blackstone real estate income trust inc,0.49
12292,linamar corporation,atlantic union bankshares corporation,0.49
2772,chibougamau independent mines inc.,"tortoise energy independence fund, inc.",0.49
3962,portofino resources inc.,continental resources inc/ma (ctlr),0.49
13005,american century asset alloc. port inc.,artisan partners asset management inc.,0.49
1477,pacific silk road resources group inc.,williams industrial services group inc.,0.49
12123,mfs intermediate high income fund,first trust intermediate duration preferred & income fund,0.49
12138,"huadi international group co., ltd",schwab international small-cap equity etf,0.49
10761,verra mobility corporation,primavera capital acquisition corporation,0.49
2185,resolute forest products inc.,universal stainless & alloy products inc.,0.49
12137,"motus gi holdings, inc.","macom technology solutions holdings, inc.",0.49
1502,southstate corporation,monmouth real estate investment corporation,0.49
13455,a-labs capital ii corp.,arbor rapha capital bioholdings corp. i,0.49
12981,american century capital portfolios inc,american renal associates holdings inc,0.49
10773,somerset trust holding company,american equity investment life holding company,0.49
7947,lee financial mutual fund inc,nuveen california municipal value fund inc.,0.49
7258,canadian natural resources limited,gamco natural resources gold & income trust,0.49
9212,orecap invest corp.,hennessy capital investment corp. v,0.49
1885,partners value investments inc.,morgan stanley india investment fund inc.,0.49
11761,first choice products inc.,universal stainless & alloy products inc.,0.49
2268,medbright ai investments inc.,morgan stanley india investment fund inc.,0.49
2035,terra balcanica resources corp.,intergroup financial services corp.,0.49
8591,spectre capital corp.,benessere capital acquisition corp.,0.49
8979,leviathan natural products inc.,universal stainless & alloy products inc.,0.49
