,Company_Name,Rcmd_Name,Score
9849,peoples financial corporation,peoples financial corporation,1.0
9851,"the marygold companies, inc.","the marygold companies, inc.",1.0
9860,plug power inc.,plug power inc.,1.0
10825,natus medical incorporated,natus medical incorporated,1.0
920,alpha and omega semiconductor limited,alpha and omega semiconductor limited,1.0
9726,switch inc,switch inc,1.0
10903,"ww international, inc.","ww international, inc.",1.0
10778,home plate acquisition corporation,home plate acquisition corporation,1.0
11009,"burlington stores, inc.","burlington stores, inc.",1.0
9504,nordson corporation,nordson corporation,1.0
9524,clean energy special situations corp.,clean energy special situations corp.,1.0
10824,glenfarne merger corp.,glenfarne merger corp.,1.0
10827,interprivate iii financial partners inc.,interprivate iii financial partners inc.,1.0
9544,new jersey resources corporation,new jersey resources corporation,1.0
9879,arcturus therapeutics holdings inc.,arcturus therapeutics holdings inc.,1.0
10786,american strategic investment co.,american strategic investment co.,1.0
9909,"concert pharmaceuticals, inc.","concert pharmaceuticals, inc.",1.0
10784,reliant bancorp inc,reliant bancorp inc,1.0
9910,"brigham minerals, inc.","brigham minerals, inc.",1.0
9914,"ingles markets, incorporated","ingles markets, incorporated",1.0
907,cheetah net supply chain service inc.,cheetah net supply chain service inc.,1.0
9884,webster financial corporation,webster financial corporation,1.0
10837,"viper energy, inc.","viper energy, inc.",1.0
10828,"holly energy partners, l.p.","holly energy partners, l.p.",1.0
915,fonar corporation,fonar corporation,1.0
9829,"aceragen, inc.","aceragen, inc.",1.0
9830,"presidio property trust, inc.","presidio property trust, inc.",1.0
10834,"smiledirectclub, inc.","smiledirectclub, inc.",1.0
9833,first acceptance corporation,first acceptance corporation,1.0
9834,aveanna healthcare holdings inc.,aveanna healthcare holdings inc.,1.0
9836,authid inc.,authid inc.,1.0
9528,1847 holdings llc,1847 holdings llc,1.0
9523,federal realty investment trust,federal realty investment trust,1.0
9546,first internet bancorp,first internet bancorp,1.0
9479,"superior group of companies, inc.","superior group of companies, inc.",1.0
678,ares real estate income trust,ares real estate income trust,1.0
11000,"central plains bancshares, inc.","central plains bancshares, inc.",1.0
9486,"smart for life, inc.","smart for life, inc.",1.0
11028,"nuvectis pharma, inc.","nuvectis pharma, inc.",1.0
983,travel + leisure co.,travel + leisure co.,1.0
11025,pacific valley bank,pacific valley bank,1.0
11023,"huttig building products, inc.","huttig building products, inc.",1.0
11022,boston omaha corporation,boston omaha corporation,1.0
11021,"montrose environmental group, inc.","montrose environmental group, inc.",1.0
680,autoweb inc,autoweb inc,1.0
9496,gtj reit inc,gtj reit inc,1.0
9501,"sorrento therapeutics, inc.","sorrento therapeutics, inc.",1.0
9502,zebra technologies corporation,zebra technologies corporation,1.0
11016,cohn robbins holdings corp.,cohn robbins holdings corp.,1.0
11015,"skyward specialty insurance group, inc.","skyward specialty insurance group, inc.",1.0
9481,"f-star therapeutics, inc.","f-star therapeutics, inc.",1.0
984,preferred bank,preferred bank,1.0
9509,"srax, inc.","srax, inc.",1.0
9566,"powerschool holdings, inc.","powerschool holdings, inc.",1.0
9550,hingham institution for savings,hingham institution for savings,1.0
9552,abraxas petroleum corporation,abraxas petroleum corporation,1.0
9553,pacific coast oil trust,pacific coast oil trust,1.0
9555,universal electronics inc.,universal electronics inc.,1.0
10976,ricebran technologies,ricebran technologies,1.0
10990,angel pond holdings corporation,angel pond holdings corporation,1.0
683,"kaltura, inc.","kaltura, inc.",1.0
967,churchill capital corp vii,churchill capital corp vii,1.0
9573,la jolla pharmaceutical company,la jolla pharmaceutical company,1.0
9576,"vitesse energy, inc.","vitesse energy, inc.",1.0
10983,movano inc.,movano inc.,1.0
10979,serve robotics inc.,serve robotics inc.,1.0
9591,national healthcare corporation,national healthcare corporation,1.0
9520,jupiter wellness acquisition corp.,jupiter wellness acquisition corp.,1.0
11010,epiphany technology acquisition corp.,epiphany technology acquisition corp.,1.0
10059,"enterprise financial services group, inc",enterprise financial services group inc,0.98
3452,"natural grocers by vitamin cottage, inc.",natural grocers by vitamin cottage inc.,0.98
3241,madison square garden entertainment corp,madison square garden entertainment corp.,0.98
6230,"american virtual cloud technologies, inc","american virtual cloud technologies, inc.",0.98
11526,10x capital venture acquisition corp iii,10x capital venture acquisition corp. iii,0.98
5177,"macom technology solutions holdings, inc","macom technology solutions holdings, inc.",0.98
11963,"first eagle alternative capital bdc, inc","first eagle alternative capital bdc, inc.",0.98
509,10x capital venture acquisition corp. ii,10x capital venture acquisition corp. iii,0.98
13485,"uniroyal global engineered products, inc",uniroyal global engineered products inc,0.98
11468,science strategic acquisition corp alpha,science strategic acquisition corp. alpha,0.98
1664,"heidrick & struggles international, inc.",heidrick & struggles international inc.,0.98
9033,"tennessee valley financial holdings, inc","tennessee valley financial holdings, inc.",0.98
5969,dragoneer growth opportunities corp. ii,dragoneer growth opportunities corp. iii,0.98
5711,"blackstone real estate income trust, inc",blackstone real estate income trust inc,0.98
12043,nuveen new york municipal value fund inc,nuveen new york municipal value fund inc.,0.98
957,bluescape opportunities acquisition corp,bluescape opportunities acquisition corp.,0.98
5995,"natural alternatives international, inc.",natural alternatives international inc.,0.98
6364,"thunder bridge capital partners iv, inc.",thunder bridge capital partners iv inc.,0.98
3271,income opportunity realty investors inc.,"income opportunity realty investors, inc.",0.98
6091,"beasley broadcast group, inc.",beasley broadcast group inc.,0.97
528,"gulf island fabrication, inc.",gulf island fabrication inc.,0.97
7595,"motorcar parts of america, inc.",motorcar parts of america inc.,0.97
7593,crinetics pharmaceuticals inc.,crinetics pharmaceuticals inc,0.97
4755,"carrols restaurant group, inc.",carrols restaurant group inc.,0.97
11645,amergent hospitality group inc.,amergent hospitality group inc,0.97
5149,philip morris international inc.,philip morris international inc,0.97
2106,"tempur sealy international, inc.",tempur sealy international inc.,0.97
12133,miller/howard high income equity fund,miller/ howard high income equity fund,0.97
6087,northern genesis acquisition corp. ii,northern genesis acquisition corp. iii,0.97
8357,"forum energy technologies, inc.",forum energy technologies inc.,0.97
5926,"new york mortgage trust, inc.",new york mortgage trust inc.,0.97
11401,"superior industries international, inc.",superior industries international inc.,0.97
10265,"corenergy infrastructure trust, inc.",corenergy infrastructure trust inc.,0.97
10664,"national presto industries, inc.",national presto industries inc.,0.97
4725,"applied optoelectronics, inc.",applied optoelectronics inc.,0.97
12004,"hallmark financial services, inc.",hallmark financial services inc.,0.97
7681,"liquidmetal technologies, inc.",liquidmetal technologies inc.,0.97
6128,cornerstone building brands inc.,"cornerstone building brands, inc.",0.97
8452,"rani therapeutics holdings, inc","rani therapeutics holdings, inc.",0.97
5077,"heartland financial usa, inc.",heartland financial usa inc.,0.97
2668,churchill downs incorporated,"churchill downs, incorporated",0.97
8507,"first business financial services, inc.",first business financial services inc.,0.97
12934,nuveen s&p 500 buy write income fund,nuveen s&p 500 buy-write income fund,0.97
1204,khosla ventures acquisition co. ii,khosla ventures acquisition co. iii,0.97
219,metal sky star acquisition corp.,metal sky star acquisition corp,0.97
4112,western asset high income fund ii inc,western asset high income fund ii inc.,0.97
2669,"choice hotels international, inc.",choice hotels international inc.,0.97
8485,"auburn national bancorporation, inc.",auburn national bancorporation inc.,0.97
1447,arya sciences acquisition corp. iv,arya sciences acquisition corp iv,0.97
7199,"pacific biosciences of california, inc.",pacific biosciences of california inc.,0.97
12542,spindletop health acquisition corp,spindletop health acquisition corp.,0.97
12540,"guaranty federal bancshares, inc.",guaranty federal bancshares inc.,0.97
11496,"moving image technologies, inc.",moving image technologies inc.,0.97
795,cooper-standard holdings inc.,cooper-standard holdings inc,0.97
1910,"lexicon pharmaceuticals, inc.",lexicon pharmaceuticals inc.,0.97
7202,"american realty investors, inc.",american realty investors inc.,0.97
11644,pmv consumer acquisition corp,pmv consumer acquisition corp.,0.97
4732,"tootsie roll industries, inc.",tootsie roll industries inc.,0.97
4400,lakeshore acquisition ii corp,lakeshore acquisition ii corp.,0.97
3127,triplepoint venture growth bdc corp.,triplepoint venture growth bdc corp,0.97
6220,"raymond james financial, inc.",raymond james financial inc.,0.97
10021,"wesco aircraft holdings, inc.",wesco aircraft holdings inc.,0.97
9783,"lixte biotechnology holdings, inc.",lixte biotechnology holdings inc.,0.97
9825,"bottomline technologies, inc.",bottomline technologies inc.,0.97
9824,arlington asset investment corp.,arlington asset investment corp,0.97
6642,"universal security instruments, inc.",universal security instruments inc.,0.97
9819,"medical properties trust, inc.",medical properties trust inc.,0.97
13595,alkuri global acquisition corp.,alkuri global acquisition corp,0.97
8414,"american international group, inc.",american international group inc.,0.97
13599,e.merge technology acquisition corp,e.merge technology acquisition corp.,0.97
10949,"people's united financial, inc.",people's united financial inc.,0.97
3266,"biocryst pharmaceuticals, inc.",biocryst pharmaceuticals inc.,0.97
3116,"transcontinental realty investors, inc.",transcontinental realty investors inc.,0.97
6517,broad capital acquisition corp.,broad capital acquisition corp,0.97
2191,brainstorm cell therapeutics inc.,brainstorm cell therapeutics inc,0.97
9780,"gores technology partners, inc.",gores technology partners inc.,0.97
4035,sports entertainment acquisition corp,sports entertainment acquisition corp.,0.97
11531,"united states lime & minerals, inc.",united states lime & minerals inc.,0.97
2628,"provident financial holdings, inc.",provident financial holdings inc.,0.97
7675,pioneer municipal high income trust,pioneer municipal high income trust.,0.97
11418,"first financial northwest, inc.",first financial northwest inc.,0.97
5208,"adtheorent holding company, inc.","adtheorent holding company, inc",0.97
10572,"peoples bancorp of north carolina, inc.",peoples bancorp of north carolina inc.,0.97
4059,"information services group, inc.",information services group inc.,0.97
8625,"american electric power company, inc.",american electric power company inc.,0.97
8205,"odyssey marine exploration, inc.",odyssey marine exploration inc.,0.97
11611,"inspire veterinary partners, inc.","inspire veterinary partners, inc",0.97
221,"watts water technologies, inc.",watts water technologies inc.,0.97
2631,invesco mortgage capital inc.,invesco mortgage capital inc,0.97
8712,"texas community bancshares, inc.",texas community bancshares inc.,0.97
4214,lazard growth acquisition corp i,lazard growth acquisition corp. i,0.97
8426,"automatic data processing, inc.",automatic data processing inc.,0.97
8635,"monarch casino & resort, inc.",monarch casino & resort inc.,0.97
8639,"oil states international, inc.",oil states international inc.,0.97
14010,"boston private financial holdings, inc.",boston private financial holdings inc.,0.97
202,"virtus investment partners, inc.",virtus investment partners inc.,0.97
10339,"kaival brands innovations group, inc.",kaival brands innovations group inc.,0.97
10342,m3-brigade acquisition iii corp.,m3-brigade acquisition ii corp.,0.97
6131,"theseus pharmaceuticals, inc.",theseus pharmaceuticals inc.,0.97
12971,"blackrock municipal income fund, inc.",blackrock municipal income fund inc.,0.97
8869,juniata valley financial corp.,juniata valley financial corp,0.97
12969,"blackrock munivest fund ii, inc.",blackrock munivest fund ii inc.,0.97
4840,"madison county financial, inc.",madison county financial inc.,0.97
10069,artisan partners asset management inc,artisan partners asset management inc.,0.97
3864,"west pharmaceutical services, inc.",west pharmaceutical services inc.,0.97
10058,"preferred apartment communities, inc.",preferred apartment communities inc.,0.97
2082,"frontier communications parent, inc","frontier communications parent, inc.",0.97
11666,canna-global acquisition corp.,canna-global acquisition corp,0.97
4298,dragonfly energy holdings corp,dragonfly energy holdings corp.,0.97
8890,"j.b. hunt transport services, inc.",j.b. hunt transport services inc.,0.97
8893,"midwestone financial group, inc.",midwestone financial group inc.,0.97
8897,"intercontinental exchange, inc.",intercontinental exchange inc.,0.97
2187,"synchronoss technologies, inc.",synchronoss technologies inc.,0.97
7277,"first watch restaurant group, inc.",first watch restaurant group inc.,0.97
11880,nightdragon acquisition corp,nightdragon acquisition corp.,0.97
13295,nuveen multi market income fund inc,nuveen multi-market income fund inc,0.97
3870,"american financial group, inc.",american financial group inc.,0.97
8801,golden star acquisition corp.,golden star acquisition corp,0.97
7329,western acquisition ventures corp,western acquisition ventures corp.,0.97
8787,"intercept pharmaceuticals, inc.",intercept pharmaceuticals inc.,0.97
9238,"red robin gourmet burgers, inc.",red robin gourmet burgers inc.,0.97
7708,"maui land & pineapple company, inc.",maui land & pineapple company inc.,0.97
3976,adtalem global education inc.,adtalem global education inc,0.97
1672,"barrett business services, inc.",barrett business services inc.,0.97
7059,"national capital bancorp, inc.",national capital bancorp inc.,0.97
2175,"aberdeen australia equity fund, inc.",aberdeen australia equity fund inc.,0.97
843,"texas capital bancshares, inc.",texas capital bancshares inc.,0.97
2798,blue owl capital corporation ii,blue owl capital corporation iii,0.97
449,"applied industrial technologies, inc.",applied industrial technologies inc.,0.97
1146,"air products and chemicals, inc.",air products and chemicals inc.,0.97
5916,"the necessity retail reit, inc.",the necessity retail reit inc.,0.97
309,"watermark lodging trust, inc.","watermark lodging trust, inc",0.97
8780,"gores technology partners ii, inc.",gores technology partners ii inc.,0.97
8751,"advanced energy industries, inc.",advanced energy industries inc.,0.97
3975,"catalyst pharmaceuticals, inc.",catalyst pharmaceuticals inc.,0.97
571,"berkshire hills bancorp, inc.",berkshire hills bancorp inc.,0.97
10083,social leverage acquisition corp. i,social leverage acquisition corp i,0.97
10113,"interactive brokers group, inc.",interactive brokers group inc.,0.97
866,"spirit aerosystems holdings, inc.",spirit aerosystems holdings inc.,0.97
4749,"live nation entertainment, inc.",live nation entertainment inc.,0.97
2688,lf capital acquisition corp. ii,lf capital acquisition corp ii,0.97
2690,"willamette valley vineyards, inc.",willamette valley vineyards inc.,0.97
11458,bright lights acquisition corp,bright lights acquisition corp.,0.97
2697,"american outdoor brands, inc.",american outdoor brands inc.,0.97
745,"air transport services group, inc.","air transport services group, inc",0.97
2700,"sunstone hotel investors, inc.",sunstone hotel investors inc.,0.97
2705,braemar hotels & resorts inc.,braemar hotels & resorts inc,0.97
12916,eagle point credit company inc.,eagle point credit company inc,0.97
7020,"franklin bsp realty trust, inc.",franklin bsp realty trust inc.,0.97
6983,metropolitan bank holding corp.,metropolitan bank holding corp,0.97
7215,"nature's sunshine products, inc.",nature's sunshine products inc.,0.97
5241,"kennedy-wilson holdings, inc.",kennedy-wilson holdings inc.,0.97
5243,"merrimack pharmaceuticals, inc.",merrimack pharmaceuticals inc.,0.97
10620,texas mineral resources corp.,texas mineral resources corp,0.97
10360,viscogliosi brothers acquisition corp,viscogliosi brothers acquisition corp.,0.97
5985,"clarus therapeutics holdings, inc.","clarus therapeutics holdings, inc",0.97
304,"ruth's hospitality group, inc.",ruth's hospitality group inc.,0.97
5067,coastal carolina bancshares inc.,coastal carolina bancshares inc,0.97
5136,"ag mortgage investment trust, inc.",ag mortgage investment trust inc.,0.97
10552,"diversicare healthcare services, inc.",diversicare healthcare services inc.,0.97
8812,"pzena investment management, inc.",pzena investment management inc.,0.97
1462,"compass minerals international, inc.",compass minerals international inc.,0.97
2087,atlantic avenue acquisition corp.,atlantic avenue acquisition corp,0.97
7613,"oceaneering international, inc.",oceaneering international inc.,0.97
4310,"german american bancorp, inc.",german american bancorp inc.,0.97
4836,reynolds consumer products inc,reynolds consumer products inc.,0.97
2564,"lincoln electric holdings, inc.",lincoln electric holdings inc.,0.97
8304,"novo integrated sciences, inc.",novo integrated sciences inc.,0.97
10702,"spectrum pharmaceuticals, inc.",spectrum pharmaceuticals inc.,0.97
13297,two rivers financial group inc.,two rivers financial group inc,0.97
8300,"lifestance health group, inc","lifestance health group, inc.",0.97
3890,virtus total return fund inc.,virtus total return fund inc,0.97
10525,"perma-fix environmental services, inc.",perma-fix environmental services inc.,0.97
2568,"novabay pharmaceuticals, inc.",novabay pharmaceuticals inc.,0.97
10429,"diamond hill investment group, inc.",diamond hill investment group inc.,0.97
10863,kensington capital acquisition corp. iv,kensington capital acquisition corp. v,0.97
10907,madrigal pharmaceuticals inc.,madrigal pharmaceuticals inc,0.97
3546,global star acquisition inc.,"global star acquisition, inc.",0.97
3782,"hudson pacific properties, inc.",hudson pacific properties inc.,0.97
2199,"art's-way manufacturing co., inc.",art's-way manufacturing co. inc.,0.97
9549,sunnova energy international inc,sunnova energy international inc.,0.97
884,"take-two interactive software, inc.",take-two interactive software inc.,0.97
8993,"provident financial services, inc.","provident financial services, inc",0.97
9579,"allison transmission holdings, inc.",allison transmission holdings inc.,0.97
3785,kkr real estate finance trust inc.,kkr real estate finance trust inc,0.97
8076,drilling tools international corp.,drilling tools international corp,0.97
8067,"healthcare services group, inc.",healthcare services group inc.,0.97
9018,"infinity pharmaceuticals, inc.",infinity pharmaceuticals inc.,0.97
6233,"innovative food holdings, inc.",innovative food holdings inc.,0.97
4436,"rocky mountain chocolate factory, inc.",rocky mountain chocolate factory inc.,0.97
969,"american eagle outfitters, inc.",american eagle outfitters inc.,0.97
1840,prestige consumer healthcare inc.,prestige consumer healthcare inc,0.97
6574,mountain crest acquisition corp iii,mountain crest acquisition corp. iii,0.97
891,mountain crest acquisition corp. v,mountain crest acquisition corp. iv,0.97
11818,"advanced merger partners, inc.",advanced merger partners inc.,0.97
9960,"omega healthcare investors, inc.",omega healthcare investors inc.,0.97
439,pangaea logistics solutions ltd.,pangaea logistics solutions ltd,0.97
7812,"fiesta restaurant group, inc.",fiesta restaurant group inc.,0.97
165,"navidea biopharmaceuticals, inc.",navidea biopharmaceuticals inc.,0.97
3823,"broadridge financial solutions, inc.",broadridge financial solutions inc.,0.97
64,"selective insurance group, inc.",selective insurance group inc.,0.97
1102,"wayne savings bancshares, inc.",wayne savings bancshares inc.,0.97
13518,kensington capital acquisition corp v,kensington capital acquisition corp. v,0.97
9589,"jack henry & associates, inc.",jack henry & associates inc.,0.97
2234,thermo fisher scientific inc.,thermo fisher scientific inc,0.97
11258,destra multi alternative fund,destra multi-alternative fund,0.97
9030,"the arena group holdings, inc.",the arena group holdings inc.,0.97
9957,new senior investment group inc.,new senior investment group inc,0.97
6593,"community health systems, inc.",community health systems inc.,0.97
9038,"c.h. robinson worldwide, inc.",c.h. robinson worldwide inc.,0.97
10045,"retail properties of america, inc.",retail properties of america inc.,0.97
10729,"natural gas services group, inc.",natural gas services group inc.,0.97
1419,"cyclacel pharmaceuticals, inc.",cyclacel pharmaceuticals inc.,0.97
11249,"supernus pharmaceuticals, inc.",supernus pharmaceuticals inc.,0.97
717,"penske automotive group, inc.",penske automotive group inc.,0.97
2950,mauch chunk trust financial corp.,mauch chunk trust financial corp,0.97
5450,atlantic coastal acquisition corp,atlantic coastal acquisition corp.,0.97
9508,"south jersey industries, inc.",south jersey industries inc.,0.97
3284,"affiliated managers group, inc.",affiliated managers group inc.,0.97
9050,"cross country healthcare, inc.",cross country healthcare inc.,0.97
4657,"national health investors, inc.",national health investors inc.,0.97
11672,evoqua water technologies corp.,evoqua water technologies corp,0.97
416,"first citizens bancshares, inc.",first citizens bancshares inc.,0.97
8045,"southern missouri bancorp, inc.",southern missouri bancorp inc.,0.97
6921,cc neuberger principal holdings ii,cc neuberger principal holdings iii,0.97
13028,"blackrock munivest fund, inc.",blackrock munivest fund inc.,0.97
8928,"clear channel outdoor holdings, inc.",clear channel outdoor holdings inc.,0.97
6559,"global clean energy holdings, inc","global clean energy holdings, inc.",0.97
4666,"washington trust bancorp, inc.",washington trust bancorp inc.,0.97
10780,"the greenrose holding company, inc.",the greenrose holding company inc.,0.97
316,"equity lifestyle properties, inc.",equity lifestyle properties inc.,0.97
6557,"ryman hospitality properties, inc.",ryman hospitality properties inc.,0.97
1667,"alnylam pharmaceuticals, inc.",alnylam pharmaceuticals inc.,0.97
9607,"cracker barrel old country store, inc.",cracker barrel old country store inc.,0.97
7432,"john b. sanfilippo & son, inc.",john b. sanfilippo & son inc.,0.97
6903,singularity future technology ltd.,singularity future technology ltd,0.97
8918,"first industrial realty trust, inc.",first industrial realty trust inc.,0.97
3666,"harbor custom development, inc",harbor custom development inc,0.97
72,"carlyle secured lending, inc.",carlyle secured lending inc.,0.97
12336,community bankers trust corporation,community bankers trust corporation.,0.97
4521,"ironwood pharmaceuticals, inc.",ironwood pharmaceuticals inc.,0.97
6622,"marsh & mclennan companies, inc.",marsh & mclennan companies inc.,0.97
1086,"power solutions international, inc.",power solutions international inc.,0.97
9495,advanced proteome therapeutics corp.,advanced proteome therapeutics corp,0.97
11982,crystal valley financial corp.,crystal valley financial corp,0.97
4581,"patriot national bancorp, inc.",patriot national bancorp inc.,0.97
10799,focus financial partners inc.,focus financial partners inc,0.97
13548,national energy services reunited corp.,national energy services reunited corp,0.97
1426,"xeris biopharma holdings, inc.",xeris biopharma holdings inc.,0.97
2076,"first savings financial group, inc.",first savings financial group inc.,0.97
5020,futuretech ii acquisition corp.,future tech ii acquisition corp.,0.97
10964,"capitol federal financial, inc.",capitol federal financial inc.,0.97
12830,eaton vance enhanced equity income fund,eaton vance enhance equity income fund,0.97
11214,susquehanna community financial inc.,susquehanna community financial inc,0.97
893,travelcenters of america inc,travelcenters of america inc.,0.97
9240,altimar acquisition corp. ii,altimar acquisition corp. iii,0.97
5718,"standard motor products, inc.",standard motor products inc.,0.97
704,"helix energy solutions group, inc.",helix energy solutions group inc.,0.97
1780,"integrated financial holdings, inc.",integrated financial holdings inc.,0.97
12242,nuveen churchill direct lending corp.,nuveen churchill direct lending corp,0.97
13027,blackrock multi sector income trust,blackrock multi-sector income trust,0.97
9171,"regeneron pharmaceuticals, inc.",regeneron pharmaceuticals inc.,0.97
9475,"american public education, inc.",american public education inc.,0.97
9175,"streamline health solutions, inc.",streamline health solutions inc.,0.97
3378,putnam managed municipal income trust,putnam managed municipal income trust.,0.97
3644,"generation income properties, inc.",generation income properties inc.,0.97
9630,"summit hotel properties, inc.",summit hotel properties inc.,0.97
9245,b. riley principal 150 merger corp.,b. riley principal 250 merger corp.,0.97
4517,"marrone bio innovations, inc.",marrone bio innovations inc.,0.97
1613,"consumer portfolio services, inc.",consumer portfolio services inc.,0.97
12388,"big sky growth partners, inc.",big sky growth partners inc.,0.97
13162,tri-county financial group inc.,tri-county financial group inc,0.97
12795,meritage hospitality group inc.,meritage hospitality group inc,0.97
12289,millennium sustainable ventures corp.,millennium sustainable ventures corp,0.97
9165,"napco security technologies, inc.",napco security technologies inc.,0.97
6820,"liberty all-star growth fund, inc.",liberty all-star growth fund inc.,0.97
5742,"martin marietta materials, inc.",martin marietta materials inc.,0.97
6353,"comstock holding companies, inc.",comstock holding companies inc.,0.97
13033,"retractable technologies, inc.",retractable technologies inc.,0.97
9773,"community trust bancorp, inc.",community trust bancorp inc.,0.97
9646,oconee federal financial corp,oconee federal financial corp.,0.97
6761,"adams resources & energy, inc.",adams resources & energy inc.,0.97
11151,"ciig capital partners ii, inc.",ciig capital partners ii inc.,0.97
1559,"first financial bankshares, inc.",first financial bankshares inc.,0.97
6791,"sigmatron international, inc.",sigmatron international inc.,0.97
9131,"ascent solar technologies, inc.",ascent solar technologies inc.,0.97
4917,"armour residential reit, inc.",armour residential reit inc.,0.97
11883,"vestin realty mortgage i, inc.",vestin realty mortgage ii inc.,0.97
12230,"the herzfeld caribbean basin fund, inc.",the herzfeld caribbean basin fund inc.,0.97
7542,"mid-america apartment communities, inc.",mid-america apartment communities inc.,0.97
12771,first farmers financial corp.,first farmers financial corp,0.97
11765,fortistar sustainable solutions corp,fortistar sustainable solutions corp.,0.97
7815,"cbl & associates properties, inc.",cbl & associates properties inc.,0.97
3619,battery future acquisition corp.,battery future acquisition corp,0.97
6692,scandium international mining corp.,scandium international mining corp,0.97
12235,williams industrial services group inc,williams industrial services group inc.,0.97
2046,"allied healthcare products, inc.",allied healthcare products inc.,0.97
6652,"addvantage technologies group, inc.",addvantage technologies group inc.,0.97
11721,acri capital acquisition corp.,acri capital acquisition corp,0.97
3428,"haverty furniture companies, inc.",haverty furniture companies inc.,0.97
6732,"csg systems international, inc.",csg systems international inc.,0.97
6731,"world wrestling entertainment, inc.",world wrestling entertainment inc.,0.97
4515,"magellan midstream partners, l.p.",magellan midstream partners l.p.,0.97
6425,"papa john's international, inc.",papa john's international inc.,0.97
131,"pinnacle financial partners, inc.",pinnacle financial partners inc.,0.97
12278,"investcorp credit management bdc, inc","investcorp credit management bdc, inc.",0.97
3530,mountain & co. i acquisition corp.,mountain & co. i acquisition corp,0.97
83,"monolithic power systems, inc.",monolithic power systems inc.,0.97
3504,"alexandria real estate equities, inc.",alexandria real estate equities inc.,0.97
6441,"acadia healthcare company, inc.",acadia healthcare company inc.,0.97
4593,"nexpoint real estate finance, inc.",nexpoint real estate finance inc.,0.97
2323,"huntington ingalls industries, inc.",huntington ingalls industries inc.,0.97
1771,jefferies financial group inc.,jefferies financial group inc,0.97
9281,"moneygram international, inc.",moneygram international inc.,0.97
9770,"ocean power technologies, inc.",ocean power technologies inc.,0.97
7523,"sellas life sciences group, inc.","sellas life sciences group, inc",0.97
2263,"old dominion freight line, inc.",old dominion freight line inc.,0.97
9370,granite point mortgage trust inc.,granite point mortgage trust inc,0.97
238,"citizens community bancorp, inc.",citizens community bancorp inc.,0.97
12801,hennessy capital investment corp v,hennessy capital investment corp. v,0.97
11943,"northeast community bancorp, inc.",northeast community bancorp inc.,0.97
9398,amphastar pharmaceuticals inc.,amphastar pharmaceuticals inc,0.97
9684,"metro one telecommunications, inc.",metro one telecommunications inc.,0.97
7878,"innovative solutions and support,inc.",innovative solutions and support inc.,0.97
10926,"cass information systems, inc.","cass information systems, inc",0.97
89,eagle capital growth fund inc,eagle capital growth fund inc.,0.97
5595,altra industrial motion corp.,altra industrial motion corp,0.97
9702,"hawaiian electric industries, inc.",hawaiian electric industries inc.,0.97
9447,"southern first bancshares, inc.",southern first bancshares inc.,0.97
11103,mountain crest acquisition corp iv,mountain crest acquisition corp. iv,0.97
9733,"blonder tongue laboratories, inc.",blonder tongue laboratories inc.,0.97
10927,"ss&c technologies holdings, inc.",ss&c technologies holdings inc.,0.97
8257,"commercial vehicle group, inc.",commercial vehicle group inc.,0.97
5084,"united natural foods, inc.",united natural foods inc.,0.96
203,l3harris technologies inc.,l3harris technologies inc,0.96
13326,liberated syndication inc.,liberated syndication inc,0.96
13328,jer investors trust inc,jer investors trust inc.,0.96
11614,serina therapeutics inc.,"serina therapeutics, inc.",0.96
1209,roth ch acquisition iv co.,roth ch acquisition v co.,0.96
7319,potlatchdeltic corporation,potlatch deltic corporation,0.96
5135,"patrick industries, inc.",patrick industries inc.,0.96
8348,"denali bancorporation, inc.",denali bancorporation inc.,0.96
493,"o'reilly automotive, inc.",o'reilly automotive inc.,0.96
4193,"xilio therapeutics, inc.",xilio therapeutics inc.,0.96
1465,"idexx laboratories, inc.",idexx laboratories inc.,0.96
1467,"princeton bancorp, inc.",princeton bancorp inc.,0.96
5150,"delek us holdings, inc.",delek us holdings inc.,0.96
7250,"guidewire software, inc.",guidewire software inc.,0.96
8221,bionik laboratories corp.,bionik laboratories corp,0.96
4245,"darden restaurants, inc.",darden restaurants inc.,0.96
8379,constellation energy corp,constellation energy corp.,0.96
4251,"national bankshares, inc.",national bankshares inc.,0.96
572,"digitalocean holdings, inc.","digitalocean holdings, inc",0.96
4023,parker-hannifin corporation,parker hannifin corporation,0.96
5100,"golub capital bdc, inc.",golub capital bdc inc.,0.96
7109,global medical reit inc.,global medical reit inc,0.96
8255,"vishay intertechnology, inc.",vishay intertechnology inc.,0.96
8163,"cadence design systems, inc.",cadence design systems inc.,0.96
11586,"avis budget group, inc.",avis budget group inc.,0.96
7224,"touchstone bankshares, inc.",touchstone bankshares inc.,0.96
6914,"revelation biosciences, inc.",revelation biosciences inc.,0.96
4074,strawberry fields reit inc.,"strawberry fields reit, inc.",0.96
11634,"alpine 4 holdings, inc.",alpine 4 holdings inc.,0.96
4367,"eiger biopharmaceuticals,inc",eiger biopharmaceuticals inc,0.96
192,"hill international, inc.",hill international inc.,0.96
601,"nu skin enterprises, inc.",nu skin enterprises inc.,0.96
8559,oxford square capital corp.,oxford square capital corp,0.96
5222,"troika media group, inc.",troika media group inc.,0.96
12009,lamf global ventures corp i,lamf global ventures corp. i,0.96
12074,"royce micro-cap trust, inc.",royce micro-cap trust inc.,0.96
11603,"1st colonial bancorp, inc",1st colonial bancorp inc,0.96
